"","Maso","TrungBinh"
"188",1910113,0
"189",1915076,0
"190",1910650,0
"191",1914763,0
"192",1912084,0
"193",1937024,0
"194",1911561,0
"195",1910565,0
"196",1913621,0
"197",1911207,0
"198",1911207,0
"199",1914881,0
"200",1915350,0
"201",1915991,0
"202",1613010,0
"203",1914880,0
"204",1912463,0
"205",1912798,0
"206",1915651,0
"207",1915795,0
"208",1915882,0
"209",1913828,0
"210",1913334,0
"211",1937019,895650
"212",1812257,0
"213",1911056,0
"214",1912267,60
"215",1912267,60
"216",1911058,0
"217",1912237,0
"218",1911000,0
"219",1912539,0
"220",1915083,0
"221",1914424,0
"222",1915251,0
"223",1915982,390
"224",1915982,390
"225",1915982,390
"226",1915982,390
"227",1913048,1020
"228",1913048,1020
"229",1911841,0
"230",1911217,0
"231",1914659,0
"232",1912046,0
"233",1912046,0
"234",1913764,0
"235",1911105,240
"236",1911105,240
"237",1913944,0
"238",1913228,0
"239",1915520,0
"240",1915940,0
"241",1915378,0
"242",1911907,0
"243",1937064,0
"244",1913651,0
"245",1912912,0
"246",1914047,0
"247",1914674,0
"248",1914878,0
"249",1914698,0
"250",1913218,0
"251",1915656,0
"252",1913336,0
"253",1812477,0
"254",1913763,0
"255",1915016,0
"256",1912675,0
"257",1912966,0
"258",1914310,0
"259",1913817,0
"260",1914022,0
"261",1915745,0
"262",1913695,0
"263",1915063,0
"264",1910038,652980
"265",1914079,0
"266",1914064,0
"267",1915474,0
"268",1911650,0
"269",1913354,0
"270",1937019,895650
"271",1913756,0
"272",1915470,1680
"273",1910347,0
"274",1915470,1680
"275",1910473,0
"276",1912954,0
"277",1912386,0
"278",1915470,1680
"279",1915775,0
"280",1914078,0
"281",1913260,0
"282",1814518,0
"283",1912958,0
"284",1915551,0
"285",1911736,0
"286",1911736,0
"287",1911900,0
"288",1914914,0
"289",1852443,0
"290",1911296,0
"291",1915486,0
"292",1910346,0
"293",1914697,0
"294",1914011,0
"295",1911015,104610
"296",1910198,450
"297",1910198,450
"298",1910198,450
"299",1910984,0
"300",1911565,0
"301",1914830,0
"302",1913430,0
"303",1915130,0
"304",1913045,0
"305",1915294,0
"306",1914477,0
"307",1913629,0
"308",1911594,0
"309",1813528,0
"310",1915787,0
"311",1913560,0
"312",1914713,0
"313",1914651,0
"314",1911015,104610
"315",1820028,0
"316",1914685,0
"317",1910265,0
"318",1913678,0
"319",1913990,720
"320",1913990,720
"321",1913990,720
"322",1914661,210
"323",1914661,210
"324",1915667,0
"325",1912705,0
"326",1915983,0
"327",1914232,0
"328",1915866,0
"329",1911110,0
"330",1911363,0
"331",1913446,0
"332",1913419,0
"333",1911975,0
"334",1911285,0
"335",1813681,0
"336",1912526,0
"337",1910006,0
"338",1910060,0
"339",1915650,0
"340",1913599,0
"341",1915570,0
"342",1910663,0
"343",1911530,0
"344",1913167,0
"345",1911044,0
"346",1912713,0
"347",1912384,0
"348",1910735,0
"349",1913457,0
"350",1916022,0
"351",1913758,0
"352",1911878,0
"353",1915133,0
"354",1915931,0
"355",1912522,0
"356",1910563,0
"357",1913040,0
