"","Maso","ThoigianTB"
"188",1912463,0
"189",1912798,0
"190",1915651,0
"191",1915795,0
"192",1915882,0
"193",1913828,0
"194",1913334,0
"195",1812257,0
"196",1911056,0
"197",1911058,0
"198",1912237,0
"199",1911000,0
"200",1912539,0
"201",1915083,0
"202",1914424,0
"203",1915251,0
"204",1911841,0
"205",1911217,0
"206",1914659,0
"207",1913764,0
"208",1913944,0
"209",1913228,0
"210",1915520,0
"211",1915940,0
"212",1915378,0
"213",1911907,0
"214",1937064,0
"215",1913651,0
"216",1912912,0
"217",1914047,0
"218",1914674,0
"219",1914878,0
"220",1914698,0
"221",1913218,0
"222",1915656,0
"223",1913336,0
"224",1812477,0
"225",1913763,0
"226",1915016,0
"227",1912675,0
"228",1915988,0
"229",1912966,0
"230",1914310,0
"231",1913817,0
"232",1914022,0
"233",1915745,0
"234",1913695,0
"235",1915063,0
"236",1914079,0
"237",1914064,0
"238",1915474,0
"239",1911650,0
"240",1913354,0
"241",1913756,0
"242",1910347,0
"243",1910473,0
"244",1912954,0
"245",1912386,0
"246",1915775,0
"247",1914078,0
"248",1913260,0
"249",1814518,0
"250",1912958,0
"251",1915551,0
"252",1911900,0
"253",1914914,0
"254",1852443,0
"255",1911296,0
"256",1915486,0
"257",1910346,0
"258",1914697,0
"259",1914011,0
"260",1910984,0
"261",1911565,0
"262",1914830,0
"263",1913430,0
"264",1915130,0
"265",1913045,0
"266",1915294,0
"267",1914477,0
"268",1913629,0
"269",1911594,0
"270",1813528,0
"271",1915787,0
"272",1913560,0
"273",1914713,0
"274",1914651,0
"275",1820028,0
"276",1914685,0
"277",1910265,0
"278",1913678,0
"279",1915667,0
"280",1912705,0
"281",1915983,0
"282",1914232,0
"283",1915866,0
"284",1911110,0
"285",1911363,0
"286",1913446,0
"287",1913419,0
"288",1911975,0
"289",1911285,0
"290",1813681,0
"291",1912526,0
"292",1910006,0
"293",1910060,0
"294",1915650,0
"295",1913599,0
"296",1915570,0
"297",1910663,0
"298",1911530,0
"299",1913167,0
"300",1911044,0
"301",1912713,0
"302",1912384,0
"303",1910735,0
"304",1913457,0
"305",1916022,0
"306",1913758,0
"307",1911878,0
"308",1915133,0
"309",1915931,0
"310",1912522,0
"311",1910563,0
"312",1913040,0
